rank,priority_score,provider,normalized_id,doi,openalex_id,arxiv_id,s2_paper_id,external_id_sample,citing_paper_count,high_value_categories,evidence_gap_reasons,top_citing_papers,top_citing_titles,provider_backfill_strategy,claim_scope,evidence_grade,uncertainty_reasons_json
549,1128.8419,openalex,W2786312866,,W2786312866,,,W2786312866,75,branch_split_driver;cluster_representative;limitation_evidence;main_path_node;resolution_evidence;top_keystone;topic,branch_split_driver;limitation_evidence;main_path_node;resolution_evidence,01KS6HSZ663Y6AT8FV8864P9M6;01KS6J98WVGDD9V1Q5N23519KH;01KS5KJ0GSG3CM88DGTDEYPQE6;01KS6HTH09TDC30KSJGHMJ7M6B;01KS6J0R5KGSKZDVY40MG52JDV;01KS6JFBARHM65M3KTHSD1CN8F;01KS6J3H4D8K5KRQXJKN6FD2BK;01KS5KHZZ6N80QF9EKFVZZASTV,Topological Photonics;Exceptional Topology of Non-Hermitian Systems;Topological Origin of Non-Hermitian Skin Effects;Edge states and topological invariants of non-Hermitian systems;Symmetry and Topology in Non-Hermitian Physics;Higher-order non-Hermitian skin effect;Non-Hermitian skin effect and chiral damping in open quantum systems;Active topological photonics,"Fetch the OpenAlex Work by W ID, add its provider IDs and references, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
550,1127.6533,doi,10.1016/b978-0-12-607774-2.50001-x,10.1016/b978-0-12-607774-2.50001-x,,,,10.1016/b978-0-12-607774-2.50001-x,43,branch_split_driver;cluster_representative;future edge source;future edge target;future_endpoint;main_path_node;top_keystone;topic;topic_gap,branch_split_driver;future edge source;future edge target;future_endpoint;main_path_node;topic_gap:photonic crystal cavity:future_candidates_missing_claim_card;topic_gap:quantum light source:future_candidates_missing_claim_card;topic_gap_claim_card_inputs,01KS6HFYZKZMKPZ083T1KHNKNW;01KS6HCTGZCHKWNFAH9CTQ39DM;01KS6HGN5FKCZ14KF527CT6X17;01KS6H3VQBAYTF7FBE3T2XE18Z;01KRCYARD6ZW6MTN2PFKTDHK72;01KS6GTSP0RSMN8FZPQEY68K9F;01KS6V8Q377XF96MT9AYWY62VS;01KRCY3TVPX11VDXZBAQ32VTCP,"Soliton crystals in Kerr resonators;Two-Dimensionally Confined Topological Edge States in Photonic Crystals;Berry phase, Berry Connection, and Chern Number for a Continuum Bianisotropic Material from a Classical Electromagnetics Perspective;The Photonic Lantern;Spacetime-topological events;Classical microscopic theory of polaritons in ionic crystals;Light-induced emergent phenomena in 2D materials and topological materials;Carrier Drift Modulation and the Hyperbolic Time Crystals","Resolve DOI through Crossref/OpenAlex, insert the canonical work, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
551,1127.2327,openalex,W2059440460,,W2059440460,,,W2059440460,67,branch_split_driver;cluster_representative;future edge source;future_endpoint;main_path_node;resolution_evidence;top_keystone;topic;topic_gap,branch_split_driver;future edge source;future_endpoint;main_path_node;resolution_evidence;topic_gap:photonic crystal cavity:key_turning_paper_missing_primary_section;topic_gap:photonic crystal cavity:key_turning_paper_stale_parser_contract;topic_gap:photonic crystal cavity:missing_bottleneck_section_evidence:mode volume;topic_gap_bottleneck_evidence;topic_gap_key_turning_section;topic_gap_queue,01KS5KVWY6VAA6HXWFJV2SXZ48;01KS5KMDAC6220S2FEJCB6XVTB;01KS6FG0VYNT6MYBBYMX8TBYDR;01KS6F7HSKW0TZQVP0AD1G9KCE;01KS6GTSV2GNW9GCC7W3WKC55P;01KRCY9G7WD1DCSV49EZ3W5ZPR;01KRCY4W6MQ37C37Y029368G8Y;01KS6JD42S6WE6ZB6MQ41JFK6X,Hybrid photonic crystal cavity and waveguide for coupling to diamond NV-centers;Silicon-based photonic crystal nanocavity light emitters;All-optical conditional logic with a nonlinear photonic crystal nanocavity;Cavity Optomechanics;Interfacing single photons and single quantum dots with photonic nanostructures;Observation of strong backscattering in valley-Hall photonic topological interface modes;Non-Hermitian Second-Order Topological Phases and Bipolar Skin Effect in Photonic Kagome Crystals;Theory of intrinsic propagation losses in topological edge states of planar photonic crystals,"Fetch the OpenAlex Work by W ID, add its provider IDs and references, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
552,1126.7351,openalex,W2494235437,,W2494235437,,,W2494235437,73,branch_split_driver;cluster_representative;limitation_evidence;main_path_node;resolution_evidence;top_keystone;topic,branch_split_driver;limitation_evidence;main_path_node;resolution_evidence,01KS6HSZ663Y6AT8FV8864P9M6;01KS6TZ7CPEPENEX74E4WQX458;01KS6V0V1JD6CC3AAZDH71GXJY;01KS6TY9FZX1FD3ZG2NJV2MQN9;01KS6H70W0G8YZGQ49NJ3634C0;01KS6QV2EWN4PXBKS7Z06V9MEF;01KS6TZRBRX5NNRCFXJ4RDX1ZV;01KS6J6B2Q34M7WCZ478P25P74,"Topological Photonics;Parametric Mie resonances and directional amplification in time-modulated scatterers;Resonant Semiconductor Metasurfaces for Generating Complex Quantum States;Topological photonic crystals: physics, designs and applications;Resonantly Trapped Bound State in the Continuum Laser;Realization of room temperature polaritonic vortex in momentum space with hybrid Perovskite metasurface;Unveiling the Enhancement of Spontaneous Emission at Exceptional Points;Coherent interaction between free electrons and a photonic cavity","Fetch the OpenAlex Work by W ID, add its provider IDs and references, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
553,1124.5988,openalex,W2037807652,,W2037807652,,,W2037807652,71,branch_split_driver;cluster_representative;future edge source;future_endpoint;limitation_evidence;main_path_node;resolution_evidence;top_keystone,branch_split_driver;future edge source;future_endpoint;limitation_evidence;main_path_node;resolution_evidence,01KS6HSZ663Y6AT8FV8864P9M6;01KS6GZPSQHJ9MYGBE64593FYV;01KS6J0R5KGSKZDVY40MG52JDV;01KS6H68XDJ93CXN09E3KV87A9;01KS6H3928HPG7KNTAQKV8H8GB;01KS6GM9QW47XPVSYYDV8W8XFQ;01KS6HV79D4QMCTNDM19AJK0H8;01KS6HW05S0NFN5MZ276DNTNTK,Topological Photonics;Topological Photonics;Symmetry and Topology in Non-Hermitian Physics;Three-dimensional topological photonic crystal with a single surface Dirac cone;Quantum spin Hall effect of light;Photonic Floquet Topological Insulators;Non-Hermitian Chern bands;Anomalous helical edge states in a non-Hermitian Chern insulator,"Fetch the OpenAlex Work by W ID, add its provider IDs and references, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
554,1122.4318,openalex,W2075689277,,W2075689277,,,W2075689277,69,branch_split_driver;cluster_representative;future edge source;future_endpoint;limitation_evidence;main_path_node;resolution_evidence;top_keystone;topic,branch_split_driver;future edge source;future_endpoint;limitation_evidence;main_path_node;resolution_evidence,01KS6HSZ663Y6AT8FV8864P9M6;01KS6GZPSQHJ9MYGBE64593FYV;01KS6V720B6NMEDHXGSC7RC284;01KS6VBXHNSMBTTZ0XSJ9P9MXF;01KS6H3SJPXDF61J4VBN7XRCWK;01KS6TYGMXZS4XWXXWEC946HR5;01KS6HA1JYRQBKBBDFJNSGYDNN;01KS6GTSV2GNW9GCC7W3WKC55P,Topological Photonics;Topological Photonics;Non-Hermitian Photonic Lattices: tutorial;New horizons in near-zero refractive index photonics and hyperbolic metamaterials;Scheme to Achieve Silicon Topological Photonics;Amplified Emission by Atoms and Lasing in Photonic Time Crystals;Three-dimensional photonic Dirac points stabilized by point group symmetry;Interfacing single photons and single quantum dots with photonic nanostructures,"Fetch the OpenAlex Work by W ID, add its provider IDs and references, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
555,1122.4318,openalex,W2101893110,,W2101893110,,,W2101893110,69,branch_split_driver;cluster_representative;main_path_node;resolution_evidence;top_keystone,branch_split_driver;main_path_node;resolution_evidence,01KS6HSZ663Y6AT8FV8864P9M6;01KS6GZPSQHJ9MYGBE64593FYV;01KS5KJ0GSG3CM88DGTDEYPQE6;01KS6J0R5KGSKZDVY40MG52JDV;01KS6JFBARHM65M3KTHSD1CN8F;01KS6J22ZAAGM0XN79MCQZ8984;01KS6V720B6NMEDHXGSC7RC284;01KS6HV79D4QMCTNDM19AJK0H8,Topological Photonics;Topological Photonics;Topological Origin of Non-Hermitian Skin Effects;Symmetry and Topology in Non-Hermitian Physics;Higher-order non-Hermitian skin effect;New topological invariants in non-Hermitian systems;Non-Hermitian Photonic Lattices: tutorial;Non-Hermitian Chern bands,"Fetch the OpenAlex Work by W ID, add its provider IDs and references, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
556,1121.3363,openalex,W4231764333,,W4231764333,,,W4231764333,68,branch_split_driver;cluster_representative;limitation_evidence;main_path_node;resolution_evidence;top_keystone;topic,branch_split_driver;limitation_evidence;main_path_node;resolution_evidence,01KS6HSZ663Y6AT8FV8864P9M6;01KS6J98WVGDD9V1Q5N23519KH;01KS6JHS3VCCRC0RR4FCJPNP6P;01KS5KJ0GSG3CM88DGTDEYPQE6;01KS6J0R5KGSKZDVY40MG52JDV;01KS6JFBARHM65M3KTHSD1CN8F;01KS5KHZZ6N80QF9EKFVZZASTV;01KS6J23EMT4STF3VG56W4W3NR,Topological Photonics;Exceptional Topology of Non-Hermitian Systems;Observation of arbitrary topological windings of a non-Hermitian band;Topological Origin of Non-Hermitian Skin Effects;Symmetry and Topology in Non-Hermitian Physics;Higher-order non-Hermitian skin effect;Active topological photonics;Classification of Exceptional Points and Non-Hermitian Topological Semimetals,"Fetch the OpenAlex Work by W ID, add its provider IDs and references, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
557,1120.7321,doi,10.1103/physrevlett.100.103904,10.1103/physrevlett.100.103904,,,,10.1103/PHYSREVLETT.100.103904,63,branch_split_driver;cluster_representative;limitation_evidence;main_path_node;resolution_evidence;top_keystone;topic,branch_split_driver;limitation_evidence;main_path_node;resolution_evidence,01KS6HSZ663Y6AT8FV8864P9M6;01KS5KJ0GSG3CM88DGTDEYPQE6;01KS6HTH09TDC30KSJGHMJ7M6B;01KS6J0R5KGSKZDVY40MG52JDV;01KS5KHZZ6N80QF9EKFVZZASTV;01KS6J22ZAAGM0XN79MCQZ8984;01KS6HV79D4QMCTNDM19AJK0H8;01KS6HW05S0NFN5MZ276DNTNTK,Topological Photonics;Topological Origin of Non-Hermitian Skin Effects;Edge states and topological invariants of non-Hermitian systems;Symmetry and Topology in Non-Hermitian Physics;Active topological photonics;New topological invariants in non-Hermitian systems;Non-Hermitian Chern bands;Anomalous helical edge states in a non-Hermitian Chern insulator,"Resolve DOI through Crossref/OpenAlex, insert the canonical work, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
558,1118.4274,doi,10.1103/physrevlett.49.405,10.1103/physrevlett.49.405,,,,10.1103/PHYSREVLETT.49.405,61,branch_split_driver;cluster_representative;future edge source;future_endpoint;limitation_evidence;main_path_node;resolution_evidence;top_keystone,branch_split_driver;future edge source;future_endpoint;limitation_evidence;main_path_node;resolution_evidence,01KS6HSZ663Y6AT8FV8864P9M6;01KS6J0R5KGSKZDVY40MG52JDV;01KS6H68XDJ93CXN09E3KV87A9;01KS6H3928HPG7KNTAQKV8H8GB;01KS6GM9QW47XPVSYYDV8W8XFQ;01KS6HV79D4QMCTNDM19AJK0H8;01KS6HW05S0NFN5MZ276DNTNTK;01KS6H871Q4B2G1Z1AG6J6X8N8,Topological Photonics;Symmetry and Topology in Non-Hermitian Physics;Three-dimensional topological photonic crystal with a single surface Dirac cone;Quantum spin Hall effect of light;Photonic Floquet Topological Insulators;Non-Hermitian Chern bands;Anomalous helical edge states in a non-Hermitian Chern insulator;Synthetic dimensions in integrated photonics: From optical isolation to 4D quantum Hall physics,"Resolve DOI through Crossref/OpenAlex, insert the canonical work, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
559,1118.4274,doi,10.1103/physrevlett.61.2015,10.1103/physrevlett.61.2015,,,,10.1103/PHYSREVLETT.61.2015,61,branch_split_driver;cluster_representative;main_path_node;resolution_evidence;top_keystone;topic,branch_split_driver;main_path_node;resolution_evidence,01KS6HSZ663Y6AT8FV8864P9M6;01KS6GZPSQHJ9MYGBE64593FYV;01KS5KJ0GSG3CM88DGTDEYPQE6;01KS6J0R5KGSKZDVY40MG52JDV;01KS6JFBARHM65M3KTHSD1CN8F;01KS6J22ZAAGM0XN79MCQZ8984;01KS6HV79D4QMCTNDM19AJK0H8;01KS6HW05S0NFN5MZ276DNTNTK,Topological Photonics;Topological Photonics;Topological Origin of Non-Hermitian Skin Effects;Symmetry and Topology in Non-Hermitian Physics;Higher-order non-Hermitian skin effect;New topological invariants in non-Hermitian systems;Non-Hermitian Chern bands;Anomalous helical edge states in a non-Hermitian Chern insulator,"Resolve DOI through Crossref/OpenAlex, insert the canonical work, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
560,1114.897,doi,10.1038/nmat4573,10.1038/nmat4573,,,,10.1038/nmat4573,58,branch_split_driver;cluster_representative;limitation_evidence;main_path_node;resolution_evidence;top_keystone;topic,branch_split_driver;limitation_evidence;main_path_node;resolution_evidence,01KS6HSZ663Y6AT8FV8864P9M6;01KS6HMD9TG7NRM1EG0VXAKR61;01KS6HA804CP1NFKGBD0ESK76M;01KS6J0RAA9T0MCVX9EB5CCPS0;01KS6HMG02SHXFZFPRM5AXSBJK;01KS6HR0962KCZV0RBQ226RRES;01KS6HGNPGA4EXZ25BKK5Y3TBE;01KS6HK47FYS8EQ5N5KP6ZTZVH,Topological Photonics;Photonic topological pumping through the edges of a dynamical four-dimensional quantum Hall system;Three-Dimensional All-Dielectric Photonic Topological Insulator;Photonic quadrupole topological phases;Observation of Photonic Topological Valley-Hall Edge States;A topological quantum optics interface;Topological one-way fiber of second Chern number;Direct Observation of Valley-polarized Topological Edge States in Designer Surface Plasmon Crystals,"Resolve DOI through Crossref/OpenAlex, insert the canonical work, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
561,1114.897,doi,10.1098/rspa.1984.0023,10.1098/rspa.1984.0023,,,,10.1098/rspa.1984.0023,58,branch_split_driver;cluster_representative;limitation_evidence;main_path_node;resolution_evidence;top_keystone;topic,branch_split_driver;limitation_evidence;main_path_node;resolution_evidence,01KS6HSZ663Y6AT8FV8864P9M6;01KS6GZPSQHJ9MYGBE64593FYV;01KS6GKABJVFBQCEXJ1P6D3EZA;01KS6J22ZAAGM0XN79MCQZ8984;01KS6HRP57RN2AS19FXBHV88BJ;01KS5KVMJCJGSY71FJZ8R6GNZG;01KS5KMAVNWB11819PZ12PY1J4;01KS6HFJR2XC9WQ9PPKF7EN89N,Topological Photonics;Topological Photonics;Goos-Hänchen and Imbert-Fedorov beam shifts: An overview;New topological invariants in non-Hermitian systems;Effects of non-Hermitian perturbations on Weyl Hamiltonians with arbitrary topological charges;Geometrodynamics of Spinning Light;Geometrical Optics of Beams with Vortices: Berry Phase and Orbital Angular Momentum Hall Effect;Experimental Measurement of the Berry Curvature from Anomalous Transport,"Resolve DOI through Crossref/OpenAlex, insert the canonical work, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
562,1114.4897,doi,10.1038/nphoton.2007.89,10.1038/nphoton.2007.89,,,,10.1038/NPHOTON.2007.89,38,branch_split_driver;cluster_representative;future edge source;future edge target;future_endpoint;limitation_evidence;main_path_node;resolution_evidence;top_keystone;topic;topic_gap,branch_split_driver;future edge source;future edge target;future_endpoint;limitation_evidence;main_path_node;resolution_evidence;topic_gap:photonic crystal cavity:future_candidates_missing_claim_card;topic_gap:quantum light source:future_candidates_missing_claim_card;topic_gap_claim_card_inputs,01KS6G8NM22XMZXQP6ADT1BKTB;01KS6HG0HZ3X4X92X2RXTPTMJJ;01KRCY9617E9Y4RVMYQW8SR3X1;01KS6J239D3EVNSSPA4ZBWWD1D;01KS6JC76RDTRRRYNVVYMQY9K9;01KRCYD614A48V6WKXHFPY3DTA;01KRCY7SN9GYQNGEZZ46PDGN7V;01KS6HVAM40QE4A4BMYEVQ3C4A,Generation of Ultrastable Microwaves via Optical Frequency Division;Photonic microwave signals with zeptosecond level absolute timing noise;Integrated electro-optics on thin-film lithium niobate;High performance photonic microwave filters based on a 50GHz optical soliton crystal Kerr micro-comb;Photonic radio frequency and microwave integration based on a multi-wavelength 49GHz Kerr microcomb source;Integrated electro-optic digital-to-analog link for efficient computing and arbitrary waveform generation;Integrated lithium niobate microwave photonic processing engine;A Radio Frequency Channelizer based on Cascaded Integrated Micro-ring Resonator Optical Comb Sources and Filters,"Resolve DOI through Crossref/OpenAlex, insert the canonical work, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
563,1113.6,openalex,W2006599117,,W2006599117,,,W2006599117,2,branch_split_driver;future edge source;future edge target;future_endpoint;limitation_evidence;main_path_node;top_keystone,branch_split_driver;future edge source;future edge target;future_endpoint;limitation_evidence;main_path_node,01KS6H0WA71K3Q7X4Q0F6ZGGWG;01KS6HCJHGXH85JXRSC1PNCC0P,Photonic chip based optical frequency comb using soliton induced Cherenkov radiation;Self-referencing of an on-chip soliton Kerr frequency comb without external broadening,"Fetch the OpenAlex Work by W ID, add its provider IDs and references, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
564,1112.4916,doi,10.1038/natrevmats.2016.48,10.1038/natrevmats.2016.48,,,,10.1038/NATREVMATS.2016.48,56,branch_split_driver;cluster_representative;limitation_evidence;main_path_node;resolution_evidence;top_keystone;topic,branch_split_driver;limitation_evidence;main_path_node;resolution_evidence,01KS6HSZ663Y6AT8FV8864P9M6;01KS6TZ7CPEPENEX74E4WQX458;01KS6V0V1JD6CC3AAZDH71GXJY;01KS6TY9FZX1FD3ZG2NJV2MQN9;01KS6QV2EWN4PXBKS7Z06V9MEF;01KS6V5G9649M58KVM05VCCYTT;01KS6TZRBRX5NNRCFXJ4RDX1ZV;01KRCY8KBNZ4YE7XHQ5K8J9TMA,"Topological Photonics;Parametric Mie resonances and directional amplification in time-modulated scatterers;Resonant Semiconductor Metasurfaces for Generating Complex Quantum States;Topological photonic crystals: physics, designs and applications;Realization of room temperature polaritonic vortex in momentum space with hybrid Perovskite metasurface;Unlocking the out-of-plane dimension for photonic bound states in the continuum to achieve maximum optical chirality;Unveiling the Enhancement of Spontaneous Emission at Exceptional Points;Metasurface spectrometers beyond resolution-sensitivity constraints","Resolve DOI through Crossref/OpenAlex, insert the canonical work, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
565,1112.4916,doi,10.1038/s41566-017-0048-5,10.1038/s41566-017-0048-5,,,,10.1038/s41566-017-0048-5,56,branch_split_driver;cluster_representative;limitation_evidence;main_path_node;resolution_evidence;top_keystone;topic,branch_split_driver;limitation_evidence;main_path_node;resolution_evidence,01KS6HSZ663Y6AT8FV8864P9M6;01KS5KHZZ6N80QF9EKFVZZASTV;01KS6V89G8E5V7R0PEN1107KP2;01KS6HGNPGA4EXZ25BKK5Y3TBE;01KS6HX399B7S6TBE3AV7B3M49;01KSE92M4P6TWE71C8YX6Y17DH;01KS6JEP3WBZ99JKEDQBREKB2B;01KS6SS3X60B3WN8Z8CNZY55RH,Topological Photonics;Active topological photonics;Photonic corner skin modes;Topological one-way fiber of second Chern number;Topological phases and nonreciprocal edge states in non-Hermitian Floquet Insulators;Nonlinear non-Hermitian higher-order topological laser;Topological phases in ring resonators: recent progress and future prospects;Dynamical nonlinear higher-order non-Hermitian skin effects and topological trap-skin phase,"Resolve DOI through Crossref/OpenAlex, insert the canonical work, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
566,1112.4916,doi,10.1103/revmodphys.88.035005,10.1103/revmodphys.88.035005,,,,10.1103/RevModPhys.88.035005,56,branch_split_driver;cluster_representative;main_path_node;resolution_evidence;top_keystone,branch_split_driver;main_path_node;resolution_evidence,01KS6HSZ663Y6AT8FV8864P9M6;01KS6J98WVGDD9V1Q5N23519KH;01KS5KJ0GSG3CM88DGTDEYPQE6;01KS6HTH09TDC30KSJGHMJ7M6B;01KS6J0R5KGSKZDVY40MG52JDV;01KS6JFBARHM65M3KTHSD1CN8F;01KS6H68XDJ93CXN09E3KV87A9;01KS6J0T4C5CNN5TW84EQFX32N,Topological Photonics;Exceptional Topology of Non-Hermitian Systems;Topological Origin of Non-Hermitian Skin Effects;Edge states and topological invariants of non-Hermitian systems;Symmetry and Topology in Non-Hermitian Physics;Higher-order non-Hermitian skin effect;Three-dimensional topological photonic crystal with a single surface Dirac cone;Periodic Table for Topological Bands with Non-Hermitian Bernard-LeClair Symmetries,"Resolve DOI through Crossref/OpenAlex, insert the canonical work, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
567,1112.2606,openalex,W2097780038,,W2097780038,,,W2097780038,60,branch_split_driver;cluster_representative;limitation_evidence;main_path_node;resolution_evidence;top_keystone;topic,branch_split_driver;limitation_evidence;main_path_node;resolution_evidence,01KS6HSZ663Y6AT8FV8864P9M6;01KS6GZPSQHJ9MYGBE64593FYV;01KS6GKABJVFBQCEXJ1P6D3EZA;01KS6J22ZAAGM0XN79MCQZ8984;01KS6HRP57RN2AS19FXBHV88BJ;01KS5KVMJCJGSY71FJZ8R6GNZG;01KS5KMAVNWB11819PZ12PY1J4;01KS6HFJR2XC9WQ9PPKF7EN89N,Topological Photonics;Topological Photonics;Goos-Hänchen and Imbert-Fedorov beam shifts: An overview;New topological invariants in non-Hermitian systems;Effects of non-Hermitian perturbations on Weyl Hamiltonians with arbitrary topological charges;Geometrodynamics of Spinning Light;Geometrical Optics of Beams with Vortices: Berry Phase and Orbital Angular Momentum Hall Effect;Experimental Measurement of the Berry Curvature from Anomalous Transport,"Fetch the OpenAlex Work by W ID, add its provider IDs and references, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
568,1112.2606,openalex,W4231187192,,W4231187192,,,W4231187192,60,branch_split_driver;cluster_representative;future edge source;future edge target;future_endpoint;limitation_evidence;main_path_node;resolution_evidence;top_keystone,branch_split_driver;future edge source;future edge target;future_endpoint;limitation_evidence;main_path_node;resolution_evidence,01KS6HSZ663Y6AT8FV8864P9M6;01KS6GM9QW47XPVSYYDV8W8XFQ;01KS6V5GKJPWQDJSFRV04CE9J1;01KS6VBXHNSMBTTZ0XSJ9P9MXF;01KS6V3SH33YJR5KFBDAZBF65J;01KS6HXVPHE3BAA47VQF8QWN2D;01KS6H871Q4B2G1Z1AG6J6X8N8;01KS6GRP0D2J40EDVZBW8V1B6Y,Topological Photonics;Photonic Floquet Topological Insulators;Incandescent temporal metamaterials;New horizons in near-zero refractive index photonics and hyperbolic metamaterials;Metasurface-Based Realization of Photonic Time Crystals;Nonreciprocal Inter-band Brillouin Modulation;Synthetic dimensions in integrated photonics: From optical isolation to 4D quantum Hall physics;Nonreciprocal light transmission in parity-time-symmetric whispering-gallery microcavities,"Fetch the OpenAlex Work by W ID, add its provider IDs and references, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
569,1111.55,doi,10.1126/science.1088516,10.1126/science.1088516,,,,10.1126/SCIENCE.1088516,2,branch_split_driver;future edge source;future edge target;future_endpoint;limitation_evidence;main_path_node;top_keystone,branch_split_driver;future edge source;future edge target;future_endpoint;limitation_evidence;main_path_node,01KS6H0WA71K3Q7X4Q0F6ZGGWG;01KS6JE08RS0V6G2XBCRWPW88B,Photonic chip based optical frequency comb using soliton induced Cherenkov radiation;Solitary beam propagation in a nonlinear optical resonator enables high-efficiency pulse compression and mode self-cleaning,"Resolve DOI through Crossref/OpenAlex, insert the canonical work, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
